lat,long,surface,pop,municipality,prov
37587,141730,3045,1689,Pettineo,ME
38942,145134,1720,3734,Piraino,ME
38323,145433,2506,1692,Raccuja,ME
375824,142040,1393,1062,Reitano,ME
375552,15169,114,266,Roccafiorita,ME
375818,152328,877,4050,Roccalumera,ME
381059,152227,653,1259,Roccavaldina,ME
37564,15033,4098,990,Roccella Valdemone,ME
38638,151011,3616,2334,Rodi' Milici,ME
381021,152454,3250,6113,Rometta,ME
381018,151635,981,6606,San Filippo del Mela,ME
3818,143556,6707,5055,San Fratello,ME
38428,14420,2611,2396,San Marco d'Alunzio,ME
38937,152113,3629,3122,San Pier Niceto,ME
3838,14583,4163,3938,San Piero Patti,ME
38421,144643,1489,1954,San Salvatore di Fitalia,ME
37554,145747,1998,1246,Santa Domenica Vittoria,ME
3847,14383,3352,12796,Sant'Agata di Militello,ME
375527,152052,617,1352,Sant'Alessio Siculo,ME
38833,15173,8293,4858,Santa Lucia del Mela,ME
383347,145223,865,848,Santa Marina Salina,ME
38654,14530,3022,4376,Sant'Angelo di Brolo,ME
375656,152215,813,7824,Santa Teresa di Riva,ME
375056,14420,1390,1689,San Teodoro,ME
3810,14213,2188,5194,Santo Stefano di Camastra,ME
381137,15263,2602,3945,Saponara,ME
375714,152025,880,1518,Savoca,ME
38238,152738,505,2677,Scaletta Zanclea,ME
3853,14513,2392,3173,Sinagra,ME
381327,152240,1030,5119,Spadafora,ME
37517,15176,1316,10120,Taormina,ME
381134,152110,422,6052,Torregrotta,ME
38143,144928,7016,8484,Tortorici,ME
38255,15557,5437,1225,Tripi,ME
375911,141415,4094,3630,Tusa,ME
38242,145251,2619,1646,Ucria,ME
381137,152221,275,1292,Valdina,ME
381313,152210,438,3497,Venetico,ME
381358,152611,1434,7372,Villafranca Tirrena,ME
3887,15954,1340,5941,Terme Vigliatore,ME
38327,143452,1296,5122,Acquedolci,ME
38528,144043,1298,3414,Torrenova,ME
371851,133448,24457,55283,Agrigento,AG
373415,132717,6193,5153,Alessandria della Rocca,AG
372428,13375,7443,10416,Aragona,AG
37379,132626,8860,5076,Bivona,AG
37364,131730,4222,3562,Burgio,AG
373138,131726,3257,1541,Calamonaci,AG
373441,13132,12358,5059,Caltabellotta,AG
371510,134744,1627,3034,Camastra,AG
373810,133827,19203,6332,Cammarata,AG
371534,13556,8090,12275,Campobello di Licata,AG
372139,135055,9142,32344,Canicatti',AG
373231,133848,9951,10132,Casteltermini,AG
372059,134459,1796,3581,Castrofilippo,AG
372626,132347,6214,6188,Cattolica Eraclea,AG
373122,13262,3770,5103,Cianciana,AG
372435,133838,2169,1046,Comitini,AG
37191,133940,8102,32237,Favara,AG
372411,13426,2386,7449,Grotte,AG
372318,133324,1910,1460,Joppolo Giancaxio,AG
35304,123635,2548,5624,Lampedusa e Linosa,AG
37610,135618,17891,41300,Licata,AG
373447,131826,1841,2299,Lucca Sicula,AG
37364,12580,11321,13251,Menfi,AG
372335,13215,2735,3515,Montallegro,AG
374224,125828,3246,3325,Montevago,AG
371753,134734,20751,10071,Naro,AG
371138,134548,7636,24077,Palma di Montechiaro,AG
371726,133149,2399,16755,Porto Empedocle,AG
372427,13442,6831,10752,Racalmuto,AG
372418,133154,2219,13952,Raffadali,AG
37168,135832,4958,16369,Ravanusa,AG
371835,132751,2041,4393,Realmonte,AG
373013,131613,11867,21004,Ribera,AG
373859,13638,9588,6797,Sambuca di Sicilia,AG
373037,133130,4241,4128,San Biagio Platani,AG
373747,133826,2630,8420,San Giovanni Gemini,AG
37260,133316,1617,3417,Santa Elisabetta,AG
374135,13135,6706,6784,Santa Margherita di Belice,AG
372848,133249,6455,2007,Sant'Angelo Muxaro,AG
373727,132932,8592,5628,Santo Stefano Quisquina,AG
373034,13457,19101,38256,Sciacca,AG
372011,132517,4058,5070,Siculiana,AG
373520,131728,1768,1693,Villafranca Sicula,AG
373426,13428,1472,1570,Acquaviva Platani,CL
372831,134654,1974,722,Bompensiere,CL
37119,141113,29704,5673,Butera,CL
372923,14345,42035,61319,Caltanissetta,CL
373044,134248,3606,4150,Campofranco,CL
372126,135541,1232,4537,Delia,CL
3743,14157,27737,72535,Gela,CL
373555,135456,1296,2675,Marianopoli,CL
371819,141254,29396,13373,Mazzarino,CL
372816,134412,2456,3644,Milena,CL
372720,134857,1414,2010,Montedoro,CL
373444,134514,16390,11537,Mussomeli,CL
37847,14238,9654,26998,Niscemi,CL
374051,14149,3825,2752,Resuttano,CL
37171,1451,6667,12506,Riesi,CL
37298,135920,7224,22507,San Cataldo,CL
373523,14151,7510,6541,Santa Caterina Villarmosa,CL
372731,135255,4159,6441,Serradifalco,CL
37203,135936,3468,8226,Sommatino,CL
373131,13440,3555,2010,Sutera,CL
37412,134956,3916,4397,Vallelunga Pratameno,CL
373921,135035,4130,2152,Villalba,CL
373925,143112,16311,9150,Agira,EN
372456,142647,20986,7275,Aidone,EN
373741,142529,11150,5319,Assoro,EN
372227,14125,5364,13667,Barrafranca,EN
373527,141627,8817,5014,Calascibetta,EN
373410,144129,1117,5073,Catenanuova,EN
373732,144425,17298,6612,Centuripe,EN
374844,143037,9487,3100,Cerami,EN
37344,141633,35718,28273,Enna,EN
374246,143217,5600,4173,Gagliano Castelferrato,EN
373824,142333,8409,15147,Leonforte,EN
374454,142348,21787,15029,Nicosia,EN
373927,14271,6162,3152,Nissoria,EN
37237,142154,30304,22355,Piazza Armerina,EN
372517,14812,11772,8015,Pietraperzia,EN
37394,143829,16927,7981,Regalbuto,EN
37462,14219,5876,1065,Sperlinga,EN
37476,14360,16695,10406,Troina,EN
372950,142322,932,9171,Valguarnera Caropepe,EN
373514,141024,5501,6205,Villarosa,EN
373558,15633,170,2360,Aci Bonaccorsi,CT
373323,15850,865,17927,Aci Castello,CT
373613,15833,845,20760,Aci Catena,CT
373650,15958,3996,46199,Acireale,CT
373623,15738,1427,12459,Aci Sant'Antonio,CT
373952,144958,8251,32717,Adrano,CT
373516,145840,16449,19183,Belpasso,CT
373846,145153,7066,22226,Biancavilla,CT
374712,14503,25001,18689,Bronte,CT
374919,151345,2630,5713,Calatabiano,CT
371426,143047,38277,36898,Caltagirone,CT
37345,15019,638,2066,Camporotondo Etneo,CT
372949,143849,10228,5219,Castel di Iudica,CT
37533,15720,12041,4551,Castiglione di Sicilia,CT
373021,15515,18088,333075,Catania,CT
374737,151231,1205,9046,Fiumefreddo di Sicilia,CT
374335,15115,2748,26853,Giarre,CT
371257,143814,3095,13609,Grammichele,CT
373346,15341,504,26627,Gravina di Catania,CT
37928,144215,11174,3056,Licodia Eubea,CT
375033,15824,5838,5393,Linguaglossa,CT
374945,145210,4088,4254,Maletto,CT
374530,151144,3768,9779,Mascali,CT
373433,15259,1624,19286,Mascalucia,CT
371628,144741,6214,10185,Militello in Val di Catania,CT
374330,1570,1824,1126,Milo,CT
37161,144127,24452,5888,Mineo,CT
371931,142651,1535,9434,Mirabella Imbaccari,CT
373113,15037,3751,40785,Misterbianco,CT
373051,145813,3573,8716,Motta Sant'Anastasia,CT
373656,15135,4248,5365,Nicolosi,CT
371935,144454,5766,15535,Palagonia,CT
37343,14545,14404,44266,Paterno',CT
373722,15343,1917,8034,Pedara,CT
374825,151049,2646,3886,Piedimonte Etneo,CT
372830,143158,2332,4191,Raddusa,CT
372314,144138,30538,10383,Ramacca,CT
375242,145651,20484,11550,Randazzo,CT
374358,15128,1288,14048,Riposto,CT
371735,14223,656,3780,San Cono,CT
373449,15540,1063,18858,San Giovanni la Punta,CT
373359,15639,561,9169,San Gregorio di Catania,CT
371653,142545,2559,4766,San Michele di Ganzaria,CT
373424,15133,641,4025,San Pietro Clarenza,CT
373340,15459,313,10856,Sant'Agata li Battiati,CT
374437,15832,2362,1666,Sant'Alfio,CT
37370,145319,2623,7096,Santa Maria di Licodia,CT
374111,1584,1879,6972,Santa Venerina,CT
371746,145040,2426,16787,Scordia,CT
373657,15454,1896,6960,Trecastagni,CT
373436,15428,646,16695,Tremestieri Etneo,CT
373454,15734,550,5717,Valverde,CT
373645,15554,1005,5688,Viagrande,CT
37948,144458,12583,8698,Vizzini,CT
374133,15619,7612,7361,Zafferana Etnea,CT
3752,143330,3347,3542,Mazzarrone,CT
37539,144755,3587,3101,Maniace,CT
373816,14575,3923,2591,Ragalna,CT
37136,142941,10142,7640,Acate,RG
37156,144214,12663,8424,Chiaramonte Gulfi,RG
365650,143617,6493,28906,Comiso,RG
37257,144738,4345,3411,Giarratana,RG
364714,145441,11352,14629,Ispica,RG
365147,144537,29076,50529,Modica,RG
37526,144547,5627,3503,Monterosso Almo,RG
364339,145039,1494,17176,Pozzallo,RG
365541,144342,44246,67535,Ragusa,RG
364945,143130,4076,7445,Santa Croce Camerina,RG
364735,144225,13754,25255,Scicli,RG
365711,143155,18134,55280,Vittoria,RG
371345,151320,10933,34189,Augusta,SR
365437,15756,7426,31322,Avola,SR
37739,14510,5743,2755,Buccheri,SR
3759,14535,5157,1292,Buscemi,SR
3723,15350,1511,7535,Canicattini Bagni,SR
371635,15055,15802,16946,Carlentini,SR
37623,145656,1940,989,Cassaro,SR
37714,145625,2477,3029,Ferla,SR
3752,1599,2622,19726,Floridia,SR
371352,145249,7395,14815,Francofonte,SR
371710,145955,21584,27764,Lentini,SR
371052,15731,13608,11656,Melilli,SR
365340,15412,55112,21704,Noto,SR
364254,15526,5047,21394,Pachino,SR
37350,145414,8632,9097,Palazzolo Acreide,SR
364918,145712,7615,20686,Rosolini,SR
37348,151740,20408,125941,Siracusa,SR
3767,15711,1301,7252,Solarino,SR
37931,15139,9321,9245,Sortino,SR
36410,1588,1487,3211,Portopalo di Capo Passero,SR
37931,151111,5759,11466,Priolo Gargallo,SR
405550,9355,8356,1787,Aggius,SS
403910,91948,18860,2052,Ala' dei Sardi,SS
403334,81853,22443,39026,Alghero,SS
402643,9329,3696,939,Anela,SS
403724,84837,3807,839,Ardara,SS
41452,92322,22861,9435,Arzachena,SS
403422,84151,2127,756,Banari,SS
402726,91019,9453,2292,Benetutti,SS
404712,9104,20188,3353,Berchidda,SS
403318,84350,2684,509,Bessude,SS
40326,84542,2178,1198,Bonnanaro,SS
402455,9140,7447,4061,Bono,SS
40257,8468,14955,4632,Bonorva,SS
405331,9239,7676,987,Bortigiadas,SS
403124,84435,476,377,Borutta,SS
402336,9034,3383,825,Bottidda,SS
403447,91534,34797,6367,Budduso',SS
402733,9342,9661,1370,Bultei,SS
405057,84950,2163,689,Bulzi,SS
402330,85943,1825,1107,Burgos,SS
405520,91148,12635,4679,Calangianus,SS
404013,83657,1207,622,Cargeghe,SS
40556,84252,4548,5236,Castelsardo,SS
403026,84331,2413,558,Cheremule,SS
40453,8498,9876,1997,Chiaramonti,SS
403934,84047,3038,1291,Codrongianos,SS
402554,84258,3883,1077,Cossoine,SS
402311,85927,1831,485,Esporlatu,SS
40394,83957,3609,1640,Florinas,SS
402710,8456,4692,758,Giave,SS
402118,902,5704,1231,Illorai,SS
403247,85419,2386,643,Ittireddu,SS
403543,8347,11156,9267,Ittiri,SS
40496,84957,1995,1115,Laerru,SS
41133,92422,4937,11048,La Maddalena,SS
41311,91221,13545,1875,Luogosanto,SS
405613,91035,8703,2762,Luras,SS
402441,83811,1888,927,Mara,SS
404644,84840,2294,665,Martis,SS
402824,83341,1301,140,Monteleone Rocca Doria,SS
404824,91937,12344,2698,Monti,SS
40336,8506,9508,2211,Mores,SS
404048,8372,1118,775,Muros,SS
403326,9117,6795,1173,Nughedu di San Nicolo',SS
402748,91125,5180,1719,Nule,SS
40474,84445,6778,3078,Nulvi,SS
405530,93013,37610,41095,Olbia,SS
40393,82257,3371,2591,Olmedo,SS
404312,963,21607,3900,Oschiri,SS
404444,84024,9819,3847,Osilo,SS
404039,83545,3011,5607,Ossi,SS
403510,908,25245,11830,Ozieri,SS
402351,83752,4803,918,Padria,SS
411054,92259,4438,3169,Palau,SS
403455,9634,16508,3772,Pattada,SS
404949,85313,6029,2489,Perfugas,SS
40403,84459,9608,4861,Ploaghe,SS
405016,8249,10262,21264,Porto Torres,SS
40240,83939,7952,3266,Pozzomaggiore,SS
403346,82743,5312,736,Putifigari,SS
40299,83512,2163,686,Romana,SS
41446,9650,14856,1102,Aglientu,SS
411432,91129,10119,4024,Santa Teresa Gallura,SS
404345,83338,54608,122339,Sassari,SS
40514,8499,4149,1543,Sedini,SS
40240,84330,3972,296,Semestene,SS
404731,83544,3143,7252,Sennori,SS
403437,84340,4361,1142,Siligo,SS
404758,83447,6705,13398,Sorso,SS
405415,9619,21369,13899,Tempio Pausania,SS
403132,84310,6383,3344,Thiesi,SS
404042,83348,1035,1499,Tissi,SS
403058,84547,3675,1121,Torralba,SS
405916,85456,13643,1971,Trinita d'Agultu e Vignola,SS
40449,8599,6551,1709,Tula,SS
403810,82930,5672,2961,Uri,SS
403956,83228,3068,3625,Usini,SS
403012,82819,20258,2774,Villanova Monteleone,SS
405548,84934,2445,3551,Valledoria,SS
405238,92112,8465,1922,Telti,SS
40581,8539,3071,1860,Badesi,SS
405452,85333,4883,1781,Viddalba,SS
405950,93738,3797,1942,Golfo Aranci,SS
405045,92940,11775,2014,Loiri-Porto San Paolo,SS
405923,91741,8127,1636,Sant'Antonio di Gallura,SS
405227,84323,3649,530,Tergu,SS
405419,8527,2200,1466,Santa Maria Coghinas,SS
404746,85655,4024,787,Erula,SS
405616,81345,5852,1114,Stintino,SS
395729,91146,7560,1692,Aritzo,NU
39554,93146,16260,2940,Arzana,NU
395935,9439,3581,1332,Atzara,NU
40420,9526,5072,1054,Austis,NU
395038,93837,3753,3996,Bari Sardo,NU
40150,93958,21645,4071,Baunei,NU
395745,91059,1810,803,Belvi',NU
401555,8496,1736,557,Birori,NU
402845,9233,21588,3928,Bitti,NU
401941,85735,10852,3625,Bolotana,NU
40130,84815,4274,2531,Borore,NU
40172,85012,6746,1723,Bortigali,NU
401753,8309,13567,8518,Bosa,NU
404234,9424,5590,3650,Budoni,NU
40051,91359,7472,3213,Desulo,NU
401727,93527,22483,8035,Dorgali,NU
401353,8542,2344,817,Dualchi,NU
39541,93155,1090,526,Elini,NU
393729,9212,9388,2742,Escalaplano,NU
39420,9724,1472,759,Escolca,NU
394654,91714,10078,950,Esterzili,NU
40166,83225,692,533,Flussio,NU
4079,91516,11230,4654,Fonni,NU
395450,9113,4350,1153,Gadoni,NU
395054,9303,7846,1716,Gairo,NU
402317,9371,5682,2299,Galtelli',NU
40933,91145,3818,3021,Gavoi,NU
394746,9038,4389,1103,Genoni,NU
39425,963,3607,1587,Gergei,NU
395716,93949,1298,810,Girasole,NU
395345,93247,3091,2388,Ilbono,NU
402440,93754,7493,2269,Irgoli,NU
394429,9629,6793,3241,Isili,NU
394740,9317,10261,3568,Jerzu,NU
395122,936,12487,2459,Laconi,NU
395242,93231,5338,6356,Lanusei,NU
401830,85518,1901,696,Lei,NU
395131,93459,1931,1459,Loceri,NU
402429,93642,3828,558,Loculi,NU
403534,93226,12070,2465,Lode',NU
395822,93946,1684,2046,Lotzorai,NU
402817,92918,14856,1791,Lula,NU
40165,84648,12258,11424,Macomer,NU
401557,83128,895,663,Magomadas,NU
401249,9177,4903,2633,Mamoiada,NU
395645,9419,7392,2157,Meana Sardo,NU
401634,83146,252,222,Modolo,NU
402233,8303,2379,802,Montresta,NU
401334,85517,2680,424,Noragugume,NU
401921,9206,19227,37527,Nuoro,NU
394638,9213,1987,1069,Nuragus,NU
394736,9450,3476,1448,Nurallao,NU
394240,91345,7390,2715,Nurri,NU
401619,92425,16537,7724,Oliena,NU
401012,91051,2734,1800,Ollolai,NU
40112,9858,6985,1162,Olzai,NU
40299,92630,7155,539,Onani',NU
402430,93910,4296,746,Onifai,NU
401625,91017,3562,1003,Oniferi,NU
40150,91047,13052,3212,Orani,NU
401219,92120,22366,4779,Orgosolo,NU
402249,94148,9043,5264,Orosei,NU
401812,9645,6120,2484,Orotelli,NU
394142,91514,7567,3084,Orroli,NU
40212,85919,3895,1597,Ortueri,NU
402434,92216,12858,3279,Orune,NU
403131,9137,2578,299,Osidda,NU
394951,92937,3968,1131,Osini,NU
40145,9239,4516,2601,Ottana,NU
40545,9938,4078,1783,Ovodda,NU
39411,92631,7773,2544,Perdasdefogu,NU
403819,94331,3352,2057,Posada,NU
394911,91641,4988,1206,Sadali,NU
401545,83446,1167,254,Sagama,NU
404620,94022,10487,2507,San Teodoro,NU
401346,9107,5265,2016,Sarule,NU
394213,9846,1913,816,Serri,NU
395027,91929,14820,1805,Seui,NU
395219,9145,5886,1076,Seulo,NU
401726,85328,4804,2516,Silanus,NU
401754,83929,5830,2233,Sindia,NU
403429,94139,19996,10377,Siniscola,NU
40137,9618,5619,2072,Sorgono,NU
401654,83255,4732,1299,Suni,NU
40230,92953,11792,1215,Talana,NU
394159,93436,11777,3735,Tertenia,NU
40552,9717,4391,866,Teti,NU
40410,9856,1935,626,Tiana,NU
401611,83259,379,253,Tinnura,NU
40131,91037,5212,2518,Tonara,NU
403743,94042,9230,2667,Torpe',NU
395538,93929,3997,9128,Tortoli',NU
40218,93828,2854,1204,Triei,NU
394845,9303,12211,1732,Ulassai,NU
40537,93032,12992,1513,Urzulei,NU
394847,92344,4730,873,Ussassai,NU
395743,93024,21080,3761,Villagrande Strisaili,NU
394653,9134,4031,1140,Villanova Tulo,NU
394753,93736,3233,1426,Cardedu,NU
40853,91310,767,352,Lodine,NU
393142,83553,26716,7596,Arbus,CA
393124,92253,5479,668,Armungia,CA
391730,85959,11750,20491,Assemini,CA
39331,92147,4668,1086,Ballao,CA
392837,963,1146,1025,Barrali,CA
394215,9015,2657,1475,Barumini,CA
392358,8246,4823,1233,Buggerru,CA
392051,92135,9497,3002,Burcei,CA
39137,974,9195,204237,Cagliari,CA
39642,8229,3098,2681,Calasetta,CA
391036,85817,6825,16428,Capoterra,CA
39100,83124,14563,32887,Carbonia,CA
39850,81823,5024,6629,Carloforte,CA
393835,85021,2079,1076,Collinas,CA
391846,85810,2805,6332,Decimomannu,CA
392015,8556,4481,4113,Decimoputzu,CA
392230,91037,8460,7877,Dolianova,CA
385646,85159,9678,1444,Domus de Maria,CA
391921,83849,8047,6926,Domusnovas,CA
392559,9736,3517,2045,Donori',CA
392615,82957,10821,3241,Fluminimaggiore,CA
393347,85646,2612,1793,Furtei,CA
394441,85528,755,444,Genuri,CA
39370,9630,2556,1020,Gesico,CA
39445,9120,4687,1480,Gesturi,CA
39424,83812,3465,2286,Giba,CA
393442,91711,1871,591,Goni,CA
391558,82812,4745,5458,Gonnesa,CA
392935,83940,12523,7320,Gonnosfanadiga,CA
393415,9424,1684,1112,Guamaggiore,CA
393350,9249,4355,3063,Guasila,CA
393229,83733,17473,13380,Guspini,CA
391857,83155,20763,30134,Iglesias,CA
394054,85910,1114,317,Las Plassas,CA
39390,85358,2057,1896,Lunamatrona,CA
393920,9736,4504,2648,Mandas,CA
391721,91346,10160,5982,Maracalagonis,CA
392318,9227,3176,4539,Monastir,CA
392514,93439,9470,4348,Muravera,CA
391812,8407,2026,1451,Musei,CA
391016,84027,8596,3579,Narcao,CA
392638,9050,4529,3124,Nuraminis,CA
39920,84440,6146,1834,Nuxis,CA
393221,954,2356,921,Ortacesus,CA
393542,84311,3756,3106,Pabillonis,CA
393946,85519,1512,719,Pauli Arbarei,CA
39947,83641,2955,1516,Perdaxius,CA
392919,9353,1498,1249,Pimentel,CA
391221,82244,3906,5868,Portoscuso,CA
39043,9012,13879,5857,Pula,CA
391429,91114,9628,61636,Quartu Sant'Elena,CA
392858,85426,4221,5463,Samassi,CA
39296,922,3112,1708,Samatzai,CA
393218,91145,4483,1459,San Basilio,CA
39337,84727,8754,10119,San Gavino Monreale,CA
39643,83116,7063,6342,San Giovanni Suergiu,CA
393345,85356,8416,8499,Sanluri,CA
392956,91823,6264,1041,San Nicolo' Gerrei,CA
392137,907,2615,6468,San Sperate,CA
39543,84258,11559,4061,Santadi,CA
392845,91011,3643,1854,Sant'Andrea Frius,CA
39024,83829,3669,2516,Sant'Anna Arresi,CA
39414,8279,8753,12313,Sant'Antioco,CA
392639,93235,23155,4009,San Vito,CA
393659,84917,5611,4503,Sardara,CA
39355,9043,6788,5379,Sarroch,CA
393354,85855,1669,1383,Segariu,CA
391530,91011,2671,23237,Selargius,CA
39349,9611,2051,1506,Selegas,CA
39323,9752,3435,4228,Senorbi',CA
392230,9927,5566,2160,Serdiana,CA
392526,85526,8390,9837,Serramanna,CA
392936,85840,4282,5327,Serrenti,CA
391810,9531,4832,12182,Sestu,CA
391730,9118,2321,5524,Settimo San Pietro,CA
394326,85619,782,189,Setzu,CA
394022,85319,1102,878,Siddi,CA
391812,84823,19025,4430,Siliqua,CA
39312,91743,3836,1383,Silius,CA
391812,91216,22338,13086,Sinnai,CA
393549,9112,7645,2202,Siurgus Donigala,CA
392052,91055,1296,1338,Soleminis,CA
393355,9751,1924,1198,Suelli,CA
385816,84631,24559,4702,Teulada,CA
39557,83419,3096,1189,Tratalias,CA
394257,85743,2450,1263,Tuili,CA
394223,8550,964,572,Turri,CA
392338,9437,3285,3610,Ussana,CA
394132,85428,975,656,Ussaramanna,CA
391721,85737,13446,6317,Uta,CA
392150,84747,6181,2092,Vallermosa,CA
392728,84355,18355,14984,Villacidro,CA
393711,85734,3864,3147,Villamar,CA
391639,83823,9147,3825,Villamassargia,CA
39382,8523,1097,739,Villanovaforru,CA
393851,85959,2746,1624,Villanovafranca,CA
392630,93439,18128,5048,Villaputzu,CA
392934,92340,13072,1539,Villasalto,CA
3929,85945,3961,1574,Villa San Pietro,CA
39840,93111,5802,2598,Villasimius,CA
392257,85640,8661,7294,Villasor,CA
391856,85536,2735,1753,Villaspeciosa,CA
39313,83749,2200,1546,Masainas,CA
39645,8407,3630,1160,Villaperuccio,CA
391517,91044,2787,9599,Quartucciu,CA
391653,93143,10270,1226,Castiadas,CA
39436,8401,1400,992,Piscinas,CA
39165,938,1370,7348,Elmas,CA
391516,9842,0,0,Monserrato,CA
40735,84919,3985,2640,Abbasanta,OR
401025,85129,4133,617,Aidomaggiore,OR
394715,85145,895,310,Albagiara,OR
394620,84842,2165,1691,Ales,OR
395726,85155,2738,466,Allai,OR
394629,83447,11550,3785,Arborea,OR
40514,85447,2055,1352,Ardauli,OR
394836,85514,1632,544,Assolo,OR
395222,85641,2120,517,Asuni,OR
394318,85351,561,119,Baradili,OR
395939,83323,605,1203,Baratili San Pietro,OR
394247,85227,1255,962,Baressa,OR
40118,84026,2421,685,Bauladu,OR
40650,85613,1167,188,Bidoni',OR
40554,83925,2854,1762,Bonarcado,OR
40648,85216,465,209,Boroneddu,OR
4023,85353,5930,1836,Busachi,OR
395553,83150,10218,8994,Cabras,OR
401127,83410,12054,3401,Cuglieri,OR
395948,84837,3940,1176,Fordongianus,OR
40724,85022,5348,4663,Ghilarza,OR
39420,85010,885,550,Gonnoscodina,OR
394540,85221,1545,1006,Gonnosno',OR
394059,8508,1753,973,Gonnostramatza,OR
39450,8389,6121,4953,Marrubiu,OR
39426,8474,1888,1238,Masullas,OR
