lat,long,surface,pop,municipality,prov
462429,13056,6569,10616,Tolmezzo,UD
46756,13260,3488,2259,Torreano,UD
454933,131652,4817,3402,Torviscosa,UD
46172,13433,7771,2677,Trasaghis,UD
46320,13234,1871,744,Treppo Carnico,UD
461129,13927,1131,1704,Treppo Grande,UD
46948,131241,1757,6861,Tricesimo,UD
455651,132028,1832,1704,Trivignano Udinese,UD
46357,131415,5681,99189,Udine,UD
455310,125931,3523,3012,Varmo,UD
462013,13826,5416,2328,Venzone,UD
462326,125936,3881,943,Verzegnis,UD
46251,125526,1300,2141,Villa Santina,UD
45491,132345,543,1159,Villa Vicentina,UD
455334,132051,352,689,Visco,UD
462748,13133,831,679,Zuglio,UD
461330,12586,2913,2011,Forgaria nel Friuli,UD
455635,133055,622,1574,Capriva del Friuli,GO
455733,132815,3458,7553,Cormons,GO
455045,133222,2685,1422,Doberdo' del Lago,GO
46155,132854,1249,520,Dolegna del Collio,GO
455432,133050,1013,1647,Farra d'Isonzo,GO
45521,132856,777,2735,Fogliano Redipuglia,GO
455635,133726,4111,38505,Gorizia,GO
455334,13303,1080,6445,Gradisca d'Isonzo,GO
454045,132310,11406,9073,Grado,GO
455457,132731,836,1622,Mariano del Friuli,GO
45558,132525,730,839,Medea,GO
454835,133152,2052,27223,Monfalcone,GO
455553,132948,350,734,Moraro,GO
455621,133310,609,1554,Mossa,GO
455330,132626,1537,3387,Romans d'Isonzo,GO
454936,132958,1698,9900,Ronchi dei Legionari,GO
455235,13297,1414,1961,Sagrado,GO
454838,132644,3358,5860,San Canzian d'Isonzo,GO
45592,133516,1057,835,San Floriano del Collio,GO
455553,133137,436,1372,San Lorenzo Isontino,GO
455055,132731,909,1822,San Pier d'Isonzo,GO
455412,133410,1641,1767,Savogna d'Isonzo,GO
454827,13302,1871,5980,Staranzano,GO
454924,132645,528,2163,Turriaco,GO
455141,132619,1175,1626,Villesse,GO
45452,134035,4517,8501,Duino-Aurisina,TS
454313,134811,1268,847,Monrupino,TS
453618,134610,1366,13214,Muggia,TS
45369,135132,2451,5956,San Dorligo della Valle,TS
454416,134454,3131,2207,Sgonico,TS
453858,134620,8449,231100,Trieste,TS
46129,123654,2689,393,Andreis,PN
46847,124731,1476,1249,Arba,PN
4608,125043,1206,1520,Arzene,PN
46410,123521,11346,8086,Aviano,PN
455258,124254,5140,11949,Azzano Decimo,PN
461127,123334,10310,350,Barcis,PN
45545,123211,2924,7889,Brugnera,PN
46241,12320,3767,2024,Budoia,PN
45586,122659,4195,6218,Caneva,PN
455737,125027,2041,7625,Casarsa della Delizia,PN
46128,125412,2259,890,Castelnovo del Friuli,PN
461151,124616,1046,1423,Cavasso Nuovo,PN
455152,124528,3347,4055,Chions,PN
461718,122613,10121,489,Cimolais,PN
46163,12310,16598,1327,Claut,PN
461344,12556,2796,529,Clauzetto,PN
455922,124232,5678,15485,Cordenons,PN
455037,125253,1212,2441,Cordovado,PN
461632,122225,5222,405,Erto e Casso,PN
461117,124512,1013,1462,Fanna,PN
455541,124354,3576,9332,Fiume Veneto,PN
455924,123253,4633,9037,Fontanafredda,PN
461247,124341,6120,621,Frisanco,PN
461017,124238,6911,10490,Maniago,PN
46137,124657,3125,1770,Meduno,PN
46946,123942,6785,4521,Montereale Valcellina,PN
455134,125547,3216,2864,Morsano al Tagliamento,PN
45516,123744,4550,6731,Pasiano di Pordenone,PN
46112,125649,2176,1566,Pinzano al Tagliamento,PN
46153,12301,4919,3177,Polcenigo,PN
455740,123656,2949,13086,Porcia,PN
455735,123935,3823,50192,Pordenone,PN
455341,123551,2291,6625,Prata di Pordenone,PN
454915,124147,1614,2351,Pravisdomini,PN
46042,123716,1592,4249,Roveredo in Piano,PN
455719,12303,3262,16759,Sacile,PN
46246,12528,4792,4474,San Giorgio della Richinvelda,PN
46119,125150,1783,1290,San Martino al Tagliamento,PN
46216,124050,5119,3809,San Quirino,PN
455458,125130,6071,12511,San Vito al Tagliamento,PN
46100,124956,2795,1932,Sequals,PN
455052,12491,4053,5183,Sesto al Reghena,PN
46641,125420,7247,11068,Spilimbergo,PN
461841,124725,12511,550,Tramonti di Sopra,PN
46179,124750,8519,544,Tramonti di Sotto,PN
461157,12527,2882,1823,Travesio,PN
455947,12529,1786,1924,Valvasone,PN
461411,125747,5385,989,Vito d'Asio,PN
46440,124643,3757,1161,Vivaro,PN
45582,124618,4536,7460,Zoppola,PN
46828,124153,158,1369,Vajont,PN
435223,73318,1474,499,Airole,IM
435255,73937,1968,558,Apricale,IM
44459,8019,1008,230,Aquila di Arroscia,IM
44522,75452,926,139,Armo,IM
435857,75519,946,390,Aurigo,IM
43550,75052,1584,1351,Badalucco,IM
435418,7433,2454,364,Baiardo,IM
434652,7406,1051,11129,Bordighera,IM
44326,75853,2554,587,Borghetto d'Arroscia,IM
435834,75646,2324,934,Borgomaro,IM
434856,73751,1752,4642,Camporosso,IM
435933,75736,490,291,Caravonica,IM
435743,7522,1605,181,Carpasio,IM
435154,7529,869,860,Castellaro,IM
435549,74030,2571,458,Castel Vittorio,IM
435259,74630,3212,1290,Ceriana,IM
435539,8657,339,1258,Cervo,IM
44031,75829,892,240,Cesio,IM
435825,75930,1366,592,Chiusanico,IM
43589,7594,330,408,Chiusavecchia,IM
43518,75552,953,1119,Cipressa,IM
435248,7573,383,462,Civezza,IM
44437,74957,4053,359,Cosio di Arroscia,IM
435124,75626,246,639,Costarainera,IM
43576,8225,832,518,Diano Arentino,IM
435535,8358,599,1506,Diano Castello,IM
435435,8454,657,6067,Diano Marina,IM
435559,8420,1176,991,Diano San Pietro,IM
435110,73726,2023,1693,Dolceacqua,IM
435430,7573,1932,1117,Dolcedo,IM
435235,8055,4526,40708,Imperia,IM
435251,73827,1240,636,Isolabona,IM
43588,75751,820,260,Lucinasco,IM
44441,74823,3072,271,Mendatica,IM
435930,74633,5802,726,Molini di Triora,IM
435543,75044,1385,432,Montalto Ligure,IM
4446,7496,1023,148,Montegrosso Pian Latte,IM
435250,7310,1384,301,Olivetta San Michele,IM
434810,7436,585,3591,Ospedaletti,IM
43529,7407,2104,856,Perinaldo,IM
435324,7549,995,577,Pietrabruna,IM
44256,75458,4061,1482,Pieve di Teco,IM
43566,73952,5370,1055,Pigna,IM
435118,75320,539,729,Pompeiana,IM
435631,8039,1447,1651,Pontedassio,IM
44435,75139,2772,635,Pornassio,IM
435536,75617,1538,526,Prela',IM
44339,8050,1173,591,Ranzo,IM
44126,75219,3742,461,Rezzo,IM
435022,75259,210,3057,Riva Ligure,IM
435335,7365,1504,276,Rocchetta Nervina,IM
435551,866,1096,2887,San Bartolomeo al Mare,IM
434911,7390,460,1061,San Biagio della Cima,IM
435115,75751,139,1378,San Lorenzo al Mare,IM
43495,74628,5487,56003,San Remo,IM
435024,75351,255,2156,Santo Stefano al Mare,IM
434938,74145,491,352,Seborga,IM
434949,73919,358,695,Soldano,IM
435144,75112,3087,13701,Taggia,IM
435112,75356,186,217,Terzorio,IM
435939,7464,6774,418,Triora,IM
434854,7405,599,929,Vallebona,IM
434835,73911,355,7464,Vallecrosia,IM
43562,7577,1075,453,Vasia,IM
434724,7371,5401,25308,Ventimiglia,IM
44249,75743,1035,291,Vessalico,IM
435810,8526,961,433,Villa Faraldi,IM
44024,81019,1729,11574,Alassio,SV
44259,81253,3651,21934,Albenga,SV
441938,8302,320,5945,Albisola Marina,SV
442036,83031,2902,11879,Albisola Superiore,SV
442019,82025,1174,2448,Altare,SV
435711,8850,3161,6564,Andora,SV
44443,8624,601,477,Arnasco,SV
44732,81030,1127,529,Balestrino,SV
441133,8749,2960,680,Bardineto,SV
441453,82621,345,987,Bergeggi,SV
4485,81323,867,1835,Boissano,SV
44636,81430,534,5338,Borghetto Santo Spirito,SV
44942,81834,292,2297,Borgio Verezzi,SV
441646,8141,2243,505,Bormida,SV
44244,81634,9950,13811,Cairo Montenotte,SV
441221,81746,1936,1346,Calice Ligure,SV
441410,8656,6321,1574,Calizzano,SV
442138,81722,1036,5684,Carcare,SV
4424,8255,2430,814,Casanova Lerrone,SV
44648,8428,1476,265,Castelbianco,SV
44750,8712,1668,216,Castelvecchio di Rocca Barbena,SV
442046,83241,962,5312,Celle Ligure,SV
442333,81223,1879,4298,Cengio,SV
44547,81357,1121,5291,Ceriale,SV
44512,8852,1215,1365,Cisano sul Neva,SV
442214,81359,1373,974,Cosseria,SV
44274,81840,6777,1938,Dego,SV
44815,8623,1657,269,Erli,SV
441014,82045,3459,12672,Finale Ligure,SV
4422,8549,826,748,Garlenda,SV
441027,81437,1743,815,Giustenice,SV
44277,82333,1913,461,Giusvalla,SV
435851,8918,278,2417,Laigueglia,SV
44746,81529,1346,11216,Loano,SV
441127,81452,1918,533,Magliolo,SV
441735,81755,3260,1232,Mallare,SV
44181,8416,773,151,Massimino,SV
442154,81218,1587,3442,Millesimo,SV
442930,82437,2002,588,Mioglia,SV
44195,8942,3749,892,Murialdo,SV
44654,8157,2156,249,Nasino,SV
441228,82458,962,2997,Noli,SV
4449,8310,823,229,Onzo,SV
441319,81939,1772,824,Orco Feglino,SV
44311,8549,983,934,Ortovero,SV
441642,81159,2915,504,Osiglia,SV
441943,81632,2130,932,Pallare,SV
442849,81837,2959,838,Piana Crixia,SV
4491,8171,967,9566,Pietra Ligure,SV
442135,81435,821,540,Plodio,SV
442646,8265,2487,759,Pontinvrea,SV
441742,82429,4946,7361,Quiliano,SV
441342,81555,1984,520,Rialto,SV
442147,81129,1746,728,Roccavignale,SV
442854,82922,10045,1822,Sassello,SV
441829,82858,6555,67177,Savona,SV
441342,8256,814,4264,Spotorno,SV
442333,82954,4326,2587,Stella,SV
44011,8324,1755,633,Stellanello,SV
44021,8142,1015,202,Testico,SV
44733,81241,1863,1806,Toirano,SV
441033,81614,958,1838,Tovo San Giacomo,SV
442917,83520,3148,820,Urbe,SV
441622,82615,2338,8087,Vado Ligure,SV
442147,83427,4797,14230,Varazze,SV
44439,8417,1011,359,Vendone,SV
441347,8220,969,544,Vezzi Portio,SV
44249,8836,1574,1681,Villanova d'Albenga,SV
44639,872,1074,300,Zuccarello,SV
442418,84050,2459,11181,Arenzano,GE
442312,9947,1105,1986,Avegno,GE
442653,9527,1626,2440,Bargagli,GE
442249,9355,436,4553,Bogliasco,GE
442518,92320,8004,2145,Borzonasca,GE
443422,85646,1713,6414,Busalla,GE
44219,9915,990,6033,Camogli,GE
443220,84156,2381,3369,Campo Ligure,GE
443034,85332,2616,8005,Campomorone,GE
44217,92042,860,3161,Carasco,GE
441630,9275,2736,5160,Casarza Ligure,GE
443219,85953,778,2909,Casella,GE
441632,93056,3014,1386,Castiglione Chiavarese,GE
443019,85330,3092,3509,Ceranesi,GE
44192,91925,1217,28584,Chiavari,GE
442438,91412,1155,2587,Cicagna,GE
442332,83842,2036,9422,Cogoleto,GE
441945,92113,914,5351,Cogorno,GE
442335,91556,802,220,Coreglia Ligure,GE
443511,9121,1157,500,Crocefieschi,GE
44289,9523,2213,1696,Davagna,GE
443358,9149,1149,138,Fascia,GE
442715,91530,1668,512,Favale di Malvaro,GE
443254,91817,1664,405,Fontanigorda,GE
442417,8568,24045,678771,Genova,GE
443626,91728,1854,190,Gorreto,GE
443857,85722,4777,1610,Isola del Cantone,GE
441839,92037,1371,13403,Lavagna,GE
442115,9187,987,2050,Leivi,GE
44262,91626,1779,563,Lorsica,GE
442641,9813,2552,1509,Lumarzo,GE
443024,84241,2985,4296,Masone,GE
442650,84441,1694,2764,Mele,GE
44231,92245,2884,1232,Mezzanego,GE
443118,85428,1840,3417,Mignanego,GE
442518,91240,1617,2626,Moconesi,GE
441426,92930,1544,2670,Moneglia,GE
443133,91450,1755,297,Montebruno,GE
443057,9248,4636,1934,Montoggio,GE
442044,92357,6411,2446,Ne,GE
442722,91126,3031,934,Neirone,GE
442427,91625,1586,610,Orero,GE
442239,9532,344,2615,Pieve Ligure,GE
441820,91231,256,608,Portofino,GE
44341,9116,1681,184,Propata,GE
44216,91344,3376,27370,Rapallo,GE
442149,9836,967,10147,Recco,GE
443141,92317,10533,1560,Rezzoaglio,GE
443649,85727,3051,4748,Ronco Scrivia,GE
443351,9131,1266,103,Rondanina,GE
44345,83954,4724,3468,Rossiglione,GE
443441,91646,4250,654,Rovegno,GE
442223,91844,4128,2414,San Colombano-Certenoli,GE
442010,91239,983,11077,Santa Margherita Ligure,GE
44297,8588,2194,6478,Sant'Olcese,GE
443252,9273,5536,1368,Santo Stefano d'Aveto,GE
443359,85918,2175,2882,Savignone,GE
443037,85611,2617,7873,Serra Ricco',GE
441625,92347,3333,20470,Sestri Levante,GE
442225,9613,1314,4518,Sori,GE
443135,8376,2450,595,Tiglieto,GE
443119,9937,6009,2309,Torriglia,GE
442455,91147,706,565,Tribogna,GE
442447,9102,964,2251,Uscio,GE
443333,9354,3517,690,Valbrevenna,GE
44366,9227,3321,554,Vobbia,GE
442027,9164,763,2360,Zoagli,GE
4442,95729,1434,4259,Ameglia,SP
44650,95415,1643,9579,Arcola,SP
441145,94611,3601,2174,Beverino,SP
441120,95345,1467,7060,Bolano,SP
44118,9351,931,1071,Bonassola,SP
441330,94316,2733,1069,Borghetto di Vara,SP
441413,94329,1196,1154,Brugnato,SP
441436,9503,3414,1290,Calice al Cornoviglio,SP
441627,93632,3362,677,Carro,SP
441435,93930,2097,569,Carrodano,SP
4461,1013,1493,7912,Castelnuovo Magra,SP
441317,93111,1416,1546,Deiva Marina,SP
44940,95148,2313,5071,Follo,SP
441238,93321,1893,839,Framura,SP
44640,94846,5141,101442,La Spezia,SP
44437,95451,1602,12233,Lerici,SP
441016,93640,3814,5925,Levanto,SP
442021,9329,4544,724,Maissana,SP
44851,9397,1126,1732,Monterosso al Mare,SP
44525,10312,1381,8135,Ortonovo,SP
441041,94316,1622,714,Pignone,SP
44310,9501,769,4534,Portovenere,SP
44913,94550,3692,3296,Ricco' del Golfo di Spezia,SP
4465,94421,1028,2051,Riomaggiore,SP
441511,94534,3227,814,Rocchetta di Vara,SP
44956,95459,1396,7884,Santo Stefano di Magra,SP
44648,95740,3426,19849,Sarzana,SP
441739,94019,6939,1585,Sesta Godano,SP
442242,93536,13660,2681,Varese Ligure,SP
44817,9416,1230,1184,Vernazza,SP
44829,95255,1841,7558,Vezzano Ligure,SP
441644,94453,2786,588,Zignago,SP
445653,93113,3588,1903,Agazzano,PC
445352,9585,5551,4566,Alseno,PC
445915,95723,2388,1047,Besenzone,PC
444637,93618,12285,3452,Bettola,PC
44467,92316,10646,3867,Bobbio,PC
4512,92641,5172,6559,Borgonovo Val Tidone,PC
445759,9517,3859,5396,Cadeo,PC
45521,93551,3730,2170,Calendasco,PC
445439,91836,317,319,Caminata,PC
4530,95221,4095,4454,Caorso,PC
445459,94722,6324,6206,Carpaneto Piacentino,PC
44519,95210,5222,4405,Castell'Arquato,PC
45340,9263,4467,11741,Castel San Giovanni,PC
45551,95928,3511,4874,Castelvetro Piacentino,PC
444041,9217,3151,317,Cerignale,PC
444446,9250,7214,1187,Coli,PC
444250,9237,4632,914,Corte Brugnatella,PC
445952,95559,3682,4481,Cortemaggiore,PC
444252,93416,11215,2326,Farini,PC
443847,92957,17957,2675,Ferriere,PC
445545,95445,5974,13317,Fiorenzuola d'Arda,PC
445735,93251,4413,1473,Gazzola,PC
4501,93651,3147,2907,Gossolengo,PC
45057,9343,3459,3102,Gragnano Trebbiense,PC
44502,94353,5628,2642,Gropparello,PC
444928,94946,5439,4235,Lugagnano Val d'Arda,PC
45530,95554,4641,5392,Monticelli d'Ongina,PC
444322,94214,8378,1737,Morfasso,PC
445419,91945,4401,2449,Nibbiano,PC
443725,9205,9841,891,Ottone,PC
445238,9236,5370,1086,Pecorara,PC
45316,94143,11846,102268,Piacenza,PC
445654,92422,3639,2303,Pianello Val Tidone,PC
445531,92937,4357,750,Piozzano,PC
445726,94122,4458,6603,Podenzano,PC
445215,93839,4397,4827,Ponte dell'Olio,PC
445958,94717,3381,5042,Pontenure,PC
445438,93548,4377,4777,Rivergaro,PC
45333,9330,3453,7835,Rottofreno,PC
445727,94420,4907,4692,San Giorgio Piacentino,PC
45119,95653,2751,1001,San Pietro in Cerro,PC
45342,92928,2696,2583,Sarmato,PC
445145,93240,8039,1978,Travo,PC
44481,94957,7265,2665,Vernasca,PC
445456,94011,4235,3426,Vigolzone,PC
45137,1002,3646,2012,Villanova sull'Arda,PC
44408,9178,2512,155,Zerba,PC
45010,9241,3291,2626,Ziano Piacentino,PC
442655,94213,10395,2285,Albareto,PR
443759,94350,18948,3393,Bardi,PR
443019,93750,16783,4443,Bedonia,PR
443043,95922,13158,2746,Berceto,PR
44434,94734,4317,1056,Bore,PR
442924,94559,15230,7027,Borgo Val di Taro,PR
445852,10234,7644,7026,Busseto,PR
44369,10718,5717,1796,Calestano,PR
44459,10139,5879,11190,Collecchio,PR
445549,102243,4867,7492,Colorno,PR
442952,93943,3715,1080,Compiano,PR
442837,10519,16609,2609,Corniglio,PR
444143,101441,3831,6354,Felino,PR
445159,10343,9515,23192,Fidenza,PR
44532,101028,5390,6109,Fontanellato,PR
445133,101038,2592,4542,Fontevivo,PR
444133,1065,5765,5906,Fornovo di Taro,PR
443652,101558,7082,7532,Langhirano,PR
443848,10182,4753,2979,Lesignano de' Bagni,PR
444529,10830,8880,7909,Medesano,PR
44557,102554,2865,2503,Mezzani,PR
442454,10723,6914,1469,Monchio delle Corti,PR
444141,102523,4801,8326,Montechiarugolo,PR
443459,101850,10587,3612,Neviano degli Arduini,PR
444837,101049,7964,10128,Noceto,PR
442615,101134,7033,1554,Palanzano,PR
44486,101944,26077,170520,Parma,PR
44444,95540,8235,1468,Pellegrino Parmense,PR
4518,10521,2501,1499,Polesine Parmense,PR
45032,101314,4015,3259,Roccabianca,PR
444256,101349,3091,4198,Sala Baganza,PR
44491,95845,8168,17406,Salsomaggiore Terme,PR
445519,101349,3820,4769,San Secondo Parmense,PR
445748,101534,4290,3760,Sissa,PR
443656,95842,7357,1830,Solignano,PR
445548,10736,4539,4163,Soragna,PR
445049,102654,3959,7488,Sorbolo,PR
443643,10527,7234,1319,Terenzo,PR
443119,101157,7821,2283,Tizzano Val Parma,PR
442915,93731,6934,1565,Tornolo,PR
445330,102111,3730,4831,Torrile,PR
443830,102253,5461,6892,Traversetolo,PR
445618,101627,2905,2736,Trecasali,PR
443415,95257,6788,844,Valmozzola,PR
444118,10051,6444,2075,Varano de' Melegari,PR
443952,95045,7979,1957,Varsi,PR
45111,10747,2350,2210,Zibello,PR
443721,10367,4402,6764,Albinea,RE
444547,104026,2674,7381,Bagnolo in Piano,RE
442954,10369,7518,3213,Baiso,RE
443957,102839,2805,7239,Bibbiano,RE
445429,103312,1916,4324,Boretto,RE
44548,10310,2450,4558,Brescello,RE
442214,101927,3039,1405,Busana,RE
444551,103550,4418,6861,Cadelbosco di Sopra,RE
445040,104545,2475,4445,Campagnola Emilia,RE
444659,103158,2224,4077,Campegine,RE
442724,103111,8952,4026,Carpineti,RE
443442,104345,3754,13269,Casalgrande,RE
443046,10300,6379,4055,Casina,RE
443045,104347,5749,8894,Castellarano,RE
444842,103356,3462,7154,Castelnovo di Sotto,RE
442614,10243,9661,9635,Castelnovo ne' Monti,RE
444155,103145,1701,8369,Cavriago,RE
443543,102432,5336,3329,Canossa,RE
442054,101632,6688,1112,Collagna,RE
444622,104650,7779,20113,Correggio,RE
445222,104829,2307,5224,Fabbrico,RE
444747,102638,4236,4835,Gattatico,RE
445421,103751,3560,6041,Gualtieri,RE
445521,103912,5250,13354,Guastalla,RE
44192,102035,6155,1195,Ligonchio,RE
445742,104117,3859,7949,Luzzara,RE
44429,102657,2465,8043,Montecchio Emilia,RE
445046,104352,5817,11235,Novellara,RE
445036,103236,4370,6347,Poviglio,RE
44381,102821,4613,9515,Quattro Castella,RE
442451,101619,9823,1570,Ramiseto,RE
445512,104828,4301,8030,Reggiolo,RE
444158,103758,23155,132030,Reggio nell'Emilia,RE
444838,104821,2256,4349,Rio Saliceto,RE
445318,105134,1402,3360,Rolo,RE
443917,104659,2530,9654,Rubiera,RE
44445,10473,2265,5410,San Martino in Rio,RE
443740,102522,3285,4751,San Polo d'Enza,RE
444542,10274,2019,9237,Sant'Ilario d'Enza,RE
443559,104115,4986,21908,Scandiano,RE
442243,103342,6734,3962,Toano,RE
44298,102016,5330,2107,Vetto,RE
44366,103238,3767,3369,Vezzano sul Crostolo,RE
443255,103818,4521,2670,Viano,RE
442158,10288,16778,4063,Villa Minozzo,RE
444334,1103,1052,2276,Bastiglia,MO
444341,11234,3911,5801,Bomporto,MO
444126,105030,3529,6784,Campogalliano,MO
444725,11817,2269,2917,Camposanto,MO
44473,10532,13156,60715,Carpi,MO
443546,11316,10247,21247,Castelfranco Emilia,MO
44334,105625,2261,9683,Castelnuovo Rangone,MO
443019,105644,4972,8081,Castelvetro di Modena,MO
445020,11145,2683,6351,Cavezzo,MO
445455,105859,4119,8242,Concordia sulla Secchia,MO
441224,104737,8992,2932,Fanano,MO
44500,111737,10472,15057,Finale Emilia,MO
443225,104840,2639,15644,Fiorano Modenese,MO
441036,103858,3932,1554,Fiumalbo,MO
443440,105049,4698,26667,Formigine,MO
441736,103421,9593,2476,Frassinoro,MO
442546,105729,4900,2958,Guiglia,MO
441829,104353,6380,3039,Lama Mocogno,MO
443146,105155,3274,14574,Maranello,MO
442722,10580,4517,3272,Marano sul Panaro,MO
44510,11420,2681,5481,Medolla,MO
445316,1144,13713,21588,Mirandola,MO
443853,105529,18363,176990,Modena,MO
441455,10435,3114,1042,Montecreto,MO
442128,103719,4535,2332,Montefiorino,MO
44164,105625,8080,3167,Montese,MO
444050,11239,5540,10998,Nonantola,MO
445341,10549,5182,10086,Novi di Modena,MO
441915,103850,6043,2381,Palagano,MO
442028,10505,14411,13379,Pavullo nel Frignano,MO
441221,10371,7644,2152,Pievepelago,MO
442046,104326,5384,1889,Polinago,MO
442624,104138,8051,3109,Prignano sulla Secchia,MO
444326,1167,2853,4381,Ravarino,MO
441349,103911,4517,837,Riolunato,MO
443344,1126,2737,5188,San Cesario sul Panaro,MO
445028,11831,5150,9426,San Felice sul Panaro,MO
445340,105956,1704,3339,San Possidonio,MO
444726,1118,3444,4013,San Prospero,MO
443234,104657,3869,40275,Sassuolo,MO
442844,11221,2538,7762,Savignano sul Panaro,MO
442528,104722,9332,5428,Serramazzoni,MO
441341,104619,5243,2756,Sestola,MO
444422,105532,5108,11395,Soliera,MO
44322,11131,2952,10665,Spilamberto,MO
442847,11039,2290,20138,Vignola,MO
442054,105943,6911,4213,Zocca,MO
443250,111138,3661,10040,Anzola dell'Emilia,BO
443835,112054,3513,7727,Argelato,BO
443852,11324,4561,4905,Baricella,BO
443022,1152,1397,5309,Bazzano,BO
44387,112518,5115,4094,Bentivoglio,BO
442944,112048,14073,404378,Bologna,BO
441639,113516,2912,2601,Borgo Tossignano,BO
443224,11329,12013,14171,Budrio,BO
44342,111623,4126,10800,Calderara di Reno,BO
441010,11523,9661,2086,Camugnano,BO
442844,111636,1737,34503,Casalecchio di Reno,BO
441757,113656,8197,2587,Casalfiumanese,BO
441655,1108,4525,1740,Castel d'Aiano,BO
441244,113018,5256,1095,Castel del Rio,BO
44948,11221,4745,2833,Castel di Casio,BO
44260,114042,2855,2789,Castel Guelfo di Bologna,BO
444056,111744,2907,3669,Castello d'Argile,BO
442634,11356,3922,2773,Castello di Serravalle,BO
443432,112148,3091,14832,Castel Maggiore,BO
442355,113524,14848,17922,Castel San Pietro Terme,BO
443025,112824,3573,13436,Castenaso,BO
44833,11925,6581,6091,Castiglione dei Pepoli,BO
443056,11745,3748,7149,Crespellano,BO
444326,11848,10265,11511,Crevalcore,BO
442137,113745,2424,4943,Dozza,BO
441541,113335,3657,1621,Fontanelice,BO
441147,10561,5872,4390,Gaggio Montano,BO
44457,112333,3716,4527,Galliera,BO
44559,105731,3956,2063,Granaglione,BO
443313,112645,3441,6934,Granarolo dell'Emilia,BO
441535,11922,7733,2832,Grizzana Morandi,BO
442122,114237,20494,62567,Imola,BO
44949,105337,8556,2313,Lizzano in Belvedere,BO
441610,111927,5239,3110,Loiano,BO
444313,113155,5383,6456,Malalbergo,BO
442034,111221,7451,5252,Marzabotto,BO
442840,113823,15910,12470,Medicina,BO
443723,112917,4304,6774,Minerbio,BO
443732,114014,12787,12066,Molinella,BO
441314,11199,4820,2940,Monghidoro,BO
441933,112417,10536,3723,Monterenzio,BO
442731,111149,7465,7568,Monte San Pietro,BO
44289,11529,3257,3868,Monteveglio,BO
441648,111615,6501,4267,Monzuno,BO
442352,114852,2146,3834,Mordano,BO
442647,112832,6494,9665,Ozzano dell'Emilia,BO
442243,112028,10711,14342,Pianoro,BO
444250,111826,1585,6589,Pieve di Cento,BO
44923,105834,3393,4665,Porretta Terme,BO
443756,111642,4517,4935,Sala Bolognese,BO
44131,11145,6671,4160,San Benedetto Val di Sambro,BO
443850,112235,3048,5305,San Giorgio di Piano,BO
443821,111117,11440,22513,San Giovanni in Persiceto,BO
442819,112430,4470,30312,San Lazzaro di Savena,BO
44428,112415,6581,8814,San Pietro in Casale,BO
443954,1185,3477,4927,Sant'Agata Bolognese,BO
442350,111446,9651,13295,Sasso Marconi,BO
442330,11433,5483,2238,Savigno,BO
441711,11644,5993,5872,Vergato,BO
442934,111240,3775,15665,Zola Predosa,BO
44373,115016,31110,22529,Argenta,FE
445854,115841,6861,6611,Berra,FE
445313,112455,17517,16945,Bondeno,FE
444343,111721,6478,29033,Cento,FE
44500,12620,16997,13895,Codigoro,FE
444148,12111,28401,21179,Comacchio,FE
445350,114947,15707,19273,Copparo,FE
445031,11370,40435,138015,Ferrara,FE
445042,115130,2236,2906,Formignana,FE
445315,115838,10810,3895,Jolanda di Savoia,FE
444554,12825,3426,4387,Lagosanto,FE
444745,114749,2295,2430,Masi Torello,FE
444836,12048,5783,4168,Massa Fiscaglia,FE
445524,121347,8417,7963,Mesola,FE
444621,115555,3537,4029,Migliarino,FE
444931,112731,1612,3481,Mirabello,FE
444451,115631,17373,7488,Ostellato,FE
44461,11295,7982,7383,Poggio Renatico,FE
444159,114823,12645,12741,Portomaggiore,FE
445653,114544,4306,4164,Ro,FE
444738,11231,3523,5900,Sant'Agostino,FE
445039,112955,4230,6610,Vigarano Mainarda,FE
444535,11450,4054,4088,Voghiera,FE
444913,115339,2081,4829,Tresigallo,FE
445120,12181,3109,4410,Goro,FE
444757,115820,2248,2411,Migliaro,FE
443022,12238,10674,12151,Alfonsine,RA
44254,115827,7952,16584,Bagnacavallo,RA
442324,114940,1002,1713,Bagnara di Romagna,RA
441329,114618,19438,7803,Brisighella,RA
441333,113730,8440,2930,Casola Valsenio,RA
441916,114756,3228,7891,Castel Bolognese,RA
441546,12212,8219,25294,Cervia,RA
443052,114947,6027,9075,Conselice,RA
44234,115630,3495,6921,Cotignola,RA
441718,11532,21572,54139,Faenza,RA
44288,115737,2460,7494,Fusignano,RA
44259,115444,11692,32204,Lugo,RA
442651,114941,3720,8513,Massa Lombarda,RA
442459,121221,65289,135844,Ravenna,RA
441637,114325,4455,5013,Riolo Terme,RA
442222,12157,4612,10879,Russi,RA
442636,115147,949,2002,Sant'Agata sul Santerno,RA
442139,115044,2625,4004,Solarolo,RA
435131,115837,23344,6254,Bagno di Romagna,FO
4491,1281,5689,8601,Bertinoro,FO
44158,122119,3011,1793,Borghi,FO
441027,115649,3892,5331,Castrocaro Terme e Terra del Sole,FO
44823,121442,24947,88487,Cesena,FO
44121,12247,4513,20390,Cesenatico,FO
44035,115632,11780,3778,Civitella di Romagna,FO
44722,115315,3877,1563,Dovadola,FO
441332,12216,22819,109541,Forli',FO
441124,12730,2446,11343,Forlimpopoli,FO
435951,115444,6300,2237,Galeata,FO
44710,122016,758,9087,Gambettola,FO
